City,Year_Month,Price
"New York, NY",1996-04,111.0
"New York, NY",1996-05,112.0
"New York, NY",1996-06,112.0
"New York, NY",1996-07,112.0
"New York, NY",1996-08,112.0
"New York, NY",1996-09,112.0
"New York, NY",1996-10,113.0
"New York, NY",1996-11,113.0
"New York, NY",1996-12,113.0
"New York, NY",1997-01,114.0
"New York, NY",1997-02,114.0
"New York, NY",1997-03,114.0
"New York, NY",1997-04,114.0
"New York, NY",1997-05,115.0
"New York, NY",1997-06,115.0
"New York, NY",1997-07,115.0
"New York, NY",1997-08,116.0
"New York, NY",1997-09,116.0
"New York, NY",1997-10,117.0
"New York, NY",1997-11,118.0
"New York, NY",1997-12,119.0
"New York, NY",1998-01,120.0
"New York, NY",1998-02,120.0
"New York, NY",1998-03,120.0
"New York, NY",1998-04,121.0
"New York, NY",1998-05,122.0
"New York, NY",1998-06,123.0
"New York, NY",1998-07,123.0
"New York, NY",1998-08,124.0
"New York, NY",1998-09,125.0
"New York, NY",1998-10,126.0
"New York, NY",1998-11,127.0
"New York, NY",1998-12,128.0
"New York, NY",1999-01,129.0
"New York, NY",1999-02,130.0
"New York, NY",1999-03,131.0
"New York, NY",1999-04,132.0
"New York, NY",1999-05,134.0
"New York, NY",1999-06,135.0
"New York, NY",1999-07,137.0
"New York, NY",1999-08,138.0
"New York, NY",1999-09,139.0
"New York, NY",1999-10,141.0
"New York, NY",1999-11,142.0
"New York, NY",1999-12,143.0
"New York, NY",2000-01,144.0
"New York, NY",2000-02,146.0
"New York, NY",2000-03,147.0
"New York, NY",2000-04,149.0
"New York, NY",2000-05,150.0
"New York, NY",2000-06,152.0
"New York, NY",2000-07,154.0
"New York, NY",2000-08,155.0
"New York, NY",2000-09,157.0
"New York, NY",2000-10,159.0
"New York, NY",2000-11,161.0
"New York, NY",2000-12,163.0
"New York, NY",2001-01,165.0
"New York, NY",2001-02,166.0
"New York, NY",2001-03,168.0
"New York, NY",2001-04,170.0
"New York, NY",2001-05,172.0
"New York, NY",2001-06,174.0
"New York, NY",2001-07,176.0
"New York, NY",2001-08,177.0
"New York, NY",2001-09,179.0
"New York, NY",2001-10,180.0
"New York, NY",2001-11,182.0
"New York, NY",2001-12,185.0
"New York, NY",2002-01,187.0
"New York, NY",2002-02,188.0
"New York, NY",2002-03,185.0
"New York, NY",2002-04,183.0
"New York, NY",2002-05,183.0
"New York, NY",2002-06,183.0
"New York, NY",2002-07,183.0
"New York, NY",2002-08,185.0
"New York, NY",2002-09,186.0
"New York, NY",2002-10,187.0
"New York, NY",2002-11,188.0
"New York, NY",2002-12,189.0
"New York, NY",2003-01,189.0
"New York, NY",2003-02,196.0
"New York, NY",2003-03,207.0
"New York, NY",2003-04,213.0
"New York, NY",2003-05,215.0
"New York, NY",2003-06,219.0
"New York, NY",2003-07,223.0
"New York, NY",2003-08,226.0
"New York, NY",2003-09,228.0
"New York, NY",2003-10,231.0
"New York, NY",2003-11,234.0
"New York, NY",2003-12,238.0
"New York, NY",2004-01,242.0
"New York, NY",2004-02,244.0
"New York, NY",2004-03,246.0
"New York, NY",2004-04,249.0
"New York, NY",2004-05,254.0
"New York, NY",2004-06,258.0
"New York, NY",2004-07,262.0
"New York, NY",2004-08,266.0
"New York, NY",2004-09,270.0
"New York, NY",2004-10,275.0
"New York, NY",2004-11,280.0
"New York, NY",2004-12,285.0
"New York, NY",2005-01,289.0
"New York, NY",2005-02,292.0
"New York, NY",2005-03,295.0
"New York, NY",2005-04,299.0
"New York, NY",2005-05,303.0
"New York, NY",2005-06,307.0
"New York, NY",2005-07,311.0
"New York, NY",2005-08,315.0
"New York, NY",2005-09,320.0
"New York, NY",2005-10,324.0
"New York, NY",2005-11,328.0
"New York, NY",2005-12,332.0
"New York, NY",2006-01,336.0
"New York, NY",2006-02,337.0
"New York, NY",2006-03,337.0
"New York, NY",2006-04,339.0
"New York, NY",2006-05,342.0
"New York, NY",2006-06,344.0
"New York, NY",2006-07,346.0
"New York, NY",2006-08,349.0
"New York, NY",2006-09,349.0
"New York, NY",2006-10,348.0
"New York, NY",2006-11,345.0
"New York, NY",2006-12,344.0
"New York, NY",2007-01,343.0
"New York, NY",2007-02,344.0
"New York, NY",2007-03,345.0
"New York, NY",2007-04,346.0
"New York, NY",2007-05,346.0
"New York, NY",2007-06,345.0
"New York, NY",2007-07,343.0
"New York, NY",2007-08,342.0
"New York, NY",2007-09,341.0
"New York, NY",2007-10,340.0
"New York, NY",2007-11,339.0
"New York, NY",2007-12,338.0
"New York, NY",2008-01,337.0
"New York, NY",2008-02,336.0
"New York, NY",2008-03,334.0
"New York, NY",2008-04,332.0
"New York, NY",2008-05,328.0
"New York, NY",2008-06,325.0
"New York, NY",2008-07,322.0
"New York, NY",2008-08,319.0
"New York, NY",2008-09,317.0
"New York, NY",2008-10,314.0
"New York, NY",2008-11,311.0
"New York, NY",2008-12,309.0
"New York, NY",2009-01,306.0
"New York, NY",2009-02,303.0
"New York, NY",2009-03,301.0
"New York, NY",2009-04,298.0
"New York, NY",2009-05,295.0
"New York, NY",2009-06,292.0
"New York, NY",2009-07,290.0
"New York, NY",2009-08,290.0
"New York, NY",2009-09,289.0
"New York, NY",2009-10,290.0
"New York, NY",2009-11,291.0
"New York, NY",2009-12,293.0
"New York, NY",2010-01,294.0
"New York, NY",2010-02,292.0
"New York, NY",2010-03,290.0
"New York, NY",2010-04,289.0
"New York, NY",2010-05,288.0
"New York, NY",2010-06,289.0
"New York, NY",2010-07,290.0
"New York, NY",2010-08,289.0
"New York, NY",2010-09,286.0
"New York, NY",2010-10,285.0
"New York, NY",2010-11,282.0
"New York, NY",2010-12,281.0
"New York, NY",2011-01,280.0
"New York, NY",2011-02,281.0
"New York, NY",2011-03,281.0
"New York, NY",2011-04,282.0
"New York, NY",2011-05,282.0
"New York, NY",2011-06,282.0
"New York, NY",2011-07,281.0
"New York, NY",2011-08,281.0
"New York, NY",2011-09,281.0
"New York, NY",2011-10,282.0
"New York, NY",2011-11,281.0
"New York, NY",2011-12,280.0
"New York, NY",2012-01,280.0
"New York, NY",2012-02,280.0
"New York, NY",2012-03,280.0
"New York, NY",2012-04,280.0
"New York, NY",2012-05,280.0
"New York, NY",2012-06,282.0
"New York, NY",2012-07,282.0
"New York, NY",2012-08,283.0
"New York, NY",2012-09,283.0
"New York, NY",2012-10,285.0
"New York, NY",2012-11,286.0
"New York, NY",2012-12,288.0
"New York, NY",2013-01,289.0
"New York, NY",2013-02,290.0
"New York, NY",2013-03,292.0
"New York, NY",2013-04,294.0
"New York, NY",2013-05,296.0
"New York, NY",2013-06,298.0
"New York, NY",2013-07,299.0
"New York, NY",2013-08,301.0
"New York, NY",2013-09,304.0
"New York, NY",2013-10,306.0
"New York, NY",2013-11,308.0
"New York, NY",2013-12,310.0
"New York, NY",2014-01,312.0
"New York, NY",2014-02,315.0
"New York, NY",2014-03,317.0
"New York, NY",2014-04,319.0
"New York, NY",2014-05,320.0
"New York, NY",2014-06,322.0
"New York, NY",2014-07,324.0
"New York, NY",2014-08,327.0
"New York, NY",2014-09,330.0
"New York, NY",2014-10,332.0
"New York, NY",2014-11,334.0
"New York, NY",2014-12,336.0
"New York, NY",2015-01,338.0
"New York, NY",2015-02,340.0
"New York, NY",2015-03,342.0
"New York, NY",2015-04,344.0
"New York, NY",2015-05,346.0
"New York, NY",2015-06,348.0
"New York, NY",2015-07,351.0
"New York, NY",2015-08,354.0
"New York, NY",2015-09,356.0
"New York, NY",2015-10,358.0
"New York, NY",2015-11,361.0
"New York, NY",2015-12,363.0
"New York, NY",2016-01,365.0
"New York, NY",2016-02,368.0
"New York, NY",2016-03,370.0
"New York, NY",2016-04,373.0
"New York, NY",2016-05,376.0
"New York, NY",2016-06,378.0
"New York, NY",2016-07,381.0
"New York, NY",2016-08,384.0
"New York, NY",2016-09,387.0
"New York, NY",2016-10,390.0
"New York, NY",2016-11,393.0
"New York, NY",2016-12,397.0
"New York, NY",2017-01,400.0
"New York, NY",2017-02,403.0
"New York, NY",2017-03,406.0
"New York, NY",2017-04,409.0
"New York, NY",2017-05,412.0
"New York, NY",2017-06,414.0
"New York, NY",2017-07,417.0
"New York, NY",2017-08,419.0
"New York, NY",2017-09,422.0
"New York, NY",2017-10,425.0
"New York, NY",2017-11,427.0
"New York, NY",2017-12,429.0
"New York, NY",2018-01,430.0
"New York, NY",2018-02,431.0
"New York, NY",2018-03,431.0
"Los Angeles, CA",1996-04,108.0
"Los Angeles, CA",1996-05,108.0
"Los Angeles, CA",1996-06,108.0
"Los Angeles, CA",1996-07,108.0
"Los Angeles, CA",1996-08,107.0
"Los Angeles, CA",1996-09,107.0
"Los Angeles, CA",1996-10,107.0
"Los Angeles, CA",1996-11,107.0
"Los Angeles, CA",1996-12,108.0
"Los Angeles, CA",1997-01,108.0
"Los Angeles, CA",1997-02,108.0
"Los Angeles, CA",1997-03,108.0
"Los Angeles, CA",1997-04,108.0
"Los Angeles, CA",1997-05,109.0
"Los Angeles, CA",1997-06,109.0
"Los Angeles, CA",1997-07,109.0
"Los Angeles, CA",1997-08,110.0
"Los Angeles, CA",1997-09,110.0
"Los Angeles, CA",1997-10,111.0
"Los Angeles, CA",1997-11,112.0
"Los Angeles, CA",1997-12,113.0
"Los Angeles, CA",1998-01,115.0
"Los Angeles, CA",1998-02,116.0
"Los Angeles, CA",1998-03,117.0
"Los Angeles, CA",1998-04,118.0
"Los Angeles, CA",1998-05,119.0
"Los Angeles, CA",1998-06,120.0
"Los Angeles, CA",1998-07,120.0
"Los Angeles, CA",1998-08,121.0
"Los Angeles, CA",1998-09,122.0
"Los Angeles, CA",1998-10,123.0
"Los Angeles, CA",1998-11,124.0
"Los Angeles, CA",1998-12,125.0
"Los Angeles, CA",1999-01,127.0
"Los Angeles, CA",1999-02,128.0
"Los Angeles, CA",1999-03,129.0
"Los Angeles, CA",1999-04,130.0
"Los Angeles, CA",1999-05,131.0
"Los Angeles, CA",1999-06,132.0
"Los Angeles, CA",1999-07,134.0
"Los Angeles, CA",1999-08,134.0
"Los Angeles, CA",1999-09,135.0
"Los Angeles, CA",1999-10,136.0
"Los Angeles, CA",1999-11,137.0
"Los Angeles, CA",1999-12,138.0
"Los Angeles, CA",2000-01,139.0
"Los Angeles, CA",2000-02,140.0
"Los Angeles, CA",2000-03,142.0
"Los Angeles, CA",2000-04,143.0
"Los Angeles, CA",2000-05,145.0
"Los Angeles, CA",2000-06,146.0
"Los Angeles, CA",2000-07,147.0
"Los Angeles, CA",2000-08,149.0
"Los Angeles, CA",2000-09,150.0
"Los Angeles, CA",2000-10,151.0
"Los Angeles, CA",2000-11,153.0
"Los Angeles, CA",2000-12,154.0
"Los Angeles, CA",2001-01,155.0
"Los Angeles, CA",2001-02,157.0
"Los Angeles, CA",2001-03,158.0
"Los Angeles, CA",2001-04,160.0
"Los Angeles, CA",2001-05,162.0
"Los Angeles, CA",2001-06,163.0
"Los Angeles, CA",2001-07,165.0
"Los Angeles, CA",2001-08,166.0
"Los Angeles, CA",2001-09,168.0
"Los Angeles, CA",2001-10,169.0
"Los Angeles, CA",2001-11,171.0
"Los Angeles, CA",2001-12,173.0
"Los Angeles, CA",2002-01,176.0
"Los Angeles, CA",2002-02,178.0
"Los Angeles, CA",2002-03,180.0
"Los Angeles, CA",2002-04,183.0
"Los Angeles, CA",2002-05,186.0
"Los Angeles, CA",2002-06,189.0
"Los Angeles, CA",2002-07,192.0
"Los Angeles, CA",2002-08,196.0
"Los Angeles, CA",2002-09,199.0
"Los Angeles, CA",2002-10,203.0
"Los Angeles, CA",2002-11,207.0
"Los Angeles, CA",2002-12,210.0
"Los Angeles, CA",2003-01,214.0
"Los Angeles, CA",2003-02,217.0
"Los Angeles, CA",2003-03,221.0
"Los Angeles, CA",2003-04,224.0
"Los Angeles, CA",2003-05,228.0
"Los Angeles, CA",2003-06,232.0
"Los Angeles, CA",2003-07,236.0
"Los Angeles, CA",2003-08,241.0
"Los Angeles, CA",2003-09,246.0
"Los Angeles, CA",2003-10,251.0
"Los Angeles, CA",2003-11,256.0
"Los Angeles, CA",2003-12,262.0
"Los Angeles, CA",2004-01,267.0
"Los Angeles, CA",2004-02,273.0
"Los Angeles, CA",2004-03,280.0
"Los Angeles, CA",2004-04,287.0
"Los Angeles, CA",2004-05,296.0
"Los Angeles, CA",2004-06,304.0
"Los Angeles, CA",2004-07,311.0
"Los Angeles, CA",2004-08,318.0
"Los Angeles, CA",2004-09,325.0
"Los Angeles, CA",2004-10,331.0
"Los Angeles, CA",2004-11,336.0
"Los Angeles, CA",2004-12,340.0
"Los Angeles, CA",2005-01,345.0
"Los Angeles, CA",2005-02,349.0
"Los Angeles, CA",2005-03,354.0
"Los Angeles, CA",2005-04,359.0
"Los Angeles, CA",2005-05,363.0
"Los Angeles, CA",2005-06,368.0
"Los Angeles, CA",2005-07,373.0
"Los Angeles, CA",2005-08,378.0
"Los Angeles, CA",2005-09,384.0
"Los Angeles, CA",2005-10,390.0
"Los Angeles, CA",2005-11,394.0
"Los Angeles, CA",2005-12,397.0
"Los Angeles, CA",2006-01,401.0
"Los Angeles, CA",2006-02,404.0
"Los Angeles, CA",2006-03,406.0
"Los Angeles, CA",2006-04,409.0
"Los Angeles, CA",2006-05,412.0
"Los Angeles, CA",2006-06,414.0
"Los Angeles, CA",2006-07,414.0
"Los Angeles, CA",2006-08,413.0
"Los Angeles, CA",2006-09,411.0
"Los Angeles, CA",2006-10,409.0
"Los Angeles, CA",2006-11,408.0
"Los Angeles, CA",2006-12,406.0
"Los Angeles, CA",2007-01,405.0
"Los Angeles, CA",2007-02,403.0
"Los Angeles, CA",2007-03,401.0
"Los Angeles, CA",2007-04,399.0
"Los Angeles, CA",2007-05,396.0
"Los Angeles, CA",2007-06,393.0
"Los Angeles, CA",2007-07,390.0
"Los Angeles, CA",2007-08,385.0
"Los Angeles, CA",2007-09,380.0
"Los Angeles, CA",2007-10,374.0
"Los Angeles, CA",2007-11,369.0
"Los Angeles, CA",2007-12,364.0
"Los Angeles, CA",2008-01,360.0
"Los Angeles, CA",2008-02,355.0
"Los Angeles, CA",2008-03,348.0
"Los Angeles, CA",2008-04,339.0
"Los Angeles, CA",2008-05,331.0
"Los Angeles, CA",2008-06,322.0
"Los Angeles, CA",2008-07,314.0
"Los Angeles, CA",2008-08,308.0
"Los Angeles, CA",2008-09,304.0
"Los Angeles, CA",2008-10,299.0
"Los Angeles, CA",2008-11,295.0
"Los Angeles, CA",2008-12,291.0
"Los Angeles, CA",2009-01,288.0
"Los Angeles, CA",2009-02,284.0
"Los Angeles, CA",2009-03,279.0
"Los Angeles, CA",2009-04,274.0
"Los Angeles, CA",2009-05,269.0
"Los Angeles, CA",2009-06,265.0
"Los Angeles, CA",2009-07,265.0
"Los Angeles, CA",2009-08,264.0
"Los Angeles, CA",2009-09,264.0
"Los Angeles, CA",2009-10,264.0
"Los Angeles, CA",2009-11,265.0
"Los Angeles, CA",2009-12,265.0
"Los Angeles, CA",2010-01,264.0
"Los Angeles, CA",2010-02,264.0
"Los Angeles, CA",2010-03,263.0
"Los Angeles, CA",2010-04,263.0
"Los Angeles, CA",2010-05,264.0
"Los Angeles, CA",2010-06,264.0
"Los Angeles, CA",2010-07,262.0
"Los Angeles, CA",2010-08,260.0
"Los Angeles, CA",2010-09,259.0
"Los Angeles, CA",2010-10,257.0
"Los Angeles, CA",2010-11,256.0
"Los Angeles, CA",2010-12,255.0
"Los Angeles, CA",2011-01,253.0
"Los Angeles, CA",2011-02,252.0
"Los Angeles, CA",2011-03,250.0
"Los Angeles, CA",2011-04,249.0
"Los Angeles, CA",2011-05,247.0
"Los Angeles, CA",2011-06,247.0
"Los Angeles, CA",2011-07,246.0
"Los Angeles, CA",2011-08,244.0
"Los Angeles, CA",2011-09,242.0
"Los Angeles, CA",2011-10,241.0
"Los Angeles, CA",2011-11,240.0
"Los Angeles, CA",2011-12,239.0
"Los Angeles, CA",2012-01,238.0
"Los Angeles, CA",2012-02,239.0
"Los Angeles, CA",2012-03,239.0
"Los Angeles, CA",2012-04,241.0
"Los Angeles, CA",2012-05,244.0
"Los Angeles, CA",2012-06,246.0
"Los Angeles, CA",2012-07,247.0
"Los Angeles, CA",2012-08,249.0
"Los Angeles, CA",2012-09,251.0
"Los Angeles, CA",2012-10,253.0
"Los Angeles, CA",2012-11,256.0
"Los Angeles, CA",2012-12,260.0
"Los Angeles, CA",2013-01,263.0
"Los Angeles, CA",2013-02,267.0
"Los Angeles, CA",2013-03,273.0
"Los Angeles, CA",2013-04,279.0
"Los Angeles, CA",2013-05,284.0
"Los Angeles, CA",2013-06,290.0
"Los Angeles, CA",2013-07,295.0
"Los Angeles, CA",2013-08,299.0
"Los Angeles, CA",2013-09,303.0
"Los Angeles, CA",2013-10,305.0
"Los Angeles, CA",2013-11,307.0
"Los Angeles, CA",2013-12,309.0
"Los Angeles, CA",2014-01,310.0
"Los Angeles, CA",2014-02,313.0
"Los Angeles, CA",2014-03,316.0
"Los Angeles, CA",2014-04,318.0
"Los Angeles, CA",2014-05,320.0
"Los Angeles, CA",2014-06,323.0
"Los Angeles, CA",2014-07,325.0
"Los Angeles, CA",2014-08,327.0
"Los Angeles, CA",2014-09,328.0
"Los Angeles, CA",2014-10,329.0
"Los Angeles, CA",2014-11,330.0
"Los Angeles, CA",2014-12,332.0
"Los Angeles, CA",2015-01,335.0
"Los Angeles, CA",2015-02,338.0
"Los Angeles, CA",2015-03,341.0
"Los Angeles, CA",2015-04,343.0
"Los Angeles, CA",2015-05,346.0
"Los Angeles, CA",2015-06,348.0
"Los Angeles, CA",2015-07,350.0
"Los Angeles, CA",2015-08,352.0
"Los Angeles, CA",2015-09,355.0
"Los Angeles, CA",2015-10,357.0
"Los Angeles, CA",2015-11,360.0
"Los Angeles, CA",2015-12,363.0
"Los Angeles, CA",2016-01,366.0
"Los Angeles, CA",2016-02,368.0
"Los Angeles, CA",2016-03,370.0
"Los Angeles, CA",2016-04,372.0
"Los Angeles, CA",2016-05,374.0
"Los Angeles, CA",2016-06,376.0
"Los Angeles, CA",2016-07,378.0
"Los Angeles, CA",2016-08,382.0
"Los Angeles, CA",2016-09,386.0
"Los Angeles, CA",2016-10,389.0
"Los Angeles, CA",2016-11,392.0
"Los Angeles, CA",2016-12,395.0
"Los Angeles, CA",2017-01,398.0
"Los Angeles, CA",2017-02,400.0
"Los Angeles, CA",2017-03,402.0
"Los Angeles, CA",2017-04,404.0
"Los Angeles, CA",2017-05,407.0
"Los Angeles, CA",2017-06,409.0
"Los Angeles, CA",2017-07,412.0
"Los Angeles, CA",2017-08,415.0
"Los Angeles, CA",2017-09,419.0
"Los Angeles, CA",2017-10,423.0
"Los Angeles, CA",2017-11,427.0
"Los Angeles, CA",2017-12,431.0
"Los Angeles, CA",2018-01,436.0
"Los Angeles, CA",2018-02,440.0
"Los Angeles, CA",2018-03,443.0
"Chicago, IL",1996-04,88.0
"Chicago, IL",1996-05,89.0
"Chicago, IL",1996-06,90.0
"Chicago, IL",1996-07,90.0
"Chicago, IL",1996-08,90.0
"Chicago, IL",1996-09,90.0
"Chicago, IL",1996-10,89.0
"Chicago, IL",1996-11,87.0
"Chicago, IL",1996-12,86.0
"Chicago, IL",1997-01,85.0
"Chicago, IL",1997-02,84.0
"Chicago, IL",1997-03,83.0
"Chicago, IL",1997-04,82.0
"Chicago, IL",1997-05,81.0
"Chicago, IL",1997-06,81.0
"Chicago, IL",1997-07,81.0
"Chicago, IL",1997-08,80.0
"Chicago, IL",1997-09,78.0
"Chicago, IL",1997-10,77.0
"Chicago, IL",1997-11,78.0
"Chicago, IL",1997-12,81.0
"Chicago, IL",1998-01,83.0
"Chicago, IL",1998-02,85.0
"Chicago, IL",1998-03,87.0
"Chicago, IL",1998-04,89.0
"Chicago, IL",1998-05,91.0
"Chicago, IL",1998-06,92.0
"Chicago, IL",1998-07,93.0
"Chicago, IL",1998-08,95.0
"Chicago, IL",1998-09,97.0
"Chicago, IL",1998-10,99.0
"Chicago, IL",1998-11,100.0
"Chicago, IL",1998-12,101.0
"Chicago, IL",1999-01,101.0
"Chicago, IL",1999-02,101.0
"Chicago, IL",1999-03,101.0
"Chicago, IL",1999-04,100.0
"Chicago, IL",1999-05,100.0
"Chicago, IL",1999-06,100.0
"Chicago, IL",1999-07,101.0
"Chicago, IL",1999-08,101.0
"Chicago, IL",1999-09,102.0
"Chicago, IL",1999-10,103.0
"Chicago, IL",1999-11,104.0
"Chicago, IL",1999-12,105.0
"Chicago, IL",2000-01,107.0
"Chicago, IL",2000-02,108.0
"Chicago, IL",2000-03,110.0
"Chicago, IL",2000-04,111.0
"Chicago, IL",2000-05,112.0
"Chicago, IL",2000-06,114.0
"Chicago, IL",2000-07,115.0
"Chicago, IL",2000-08,116.0
"Chicago, IL",2000-09,117.0
"Chicago, IL",2000-10,119.0
"Chicago, IL",2000-11,119.0
"Chicago, IL",2000-12,120.0
"Chicago, IL",2001-01,121.0
"Chicago, IL",2001-02,121.0
"Chicago, IL",2001-03,122.0
"Chicago, IL",2001-04,122.0
"Chicago, IL",2001-05,123.0
"Chicago, IL",2001-06,124.0
"Chicago, IL",2001-07,124.0
"Chicago, IL",2001-08,126.0
"Chicago, IL",2001-09,127.0
"Chicago, IL",2001-10,128.0
"Chicago, IL",2001-11,129.0
"Chicago, IL",2001-12,130.0
"Chicago, IL",2002-01,130.0
"Chicago, IL",2002-02,131.0
"Chicago, IL",2002-03,133.0
"Chicago, IL",2002-04,134.0
"Chicago, IL",2002-05,135.0
"Chicago, IL",2002-06,136.0
"Chicago, IL",2002-07,137.0
"Chicago, IL",2002-08,138.0
"Chicago, IL",2002-09,139.0
"Chicago, IL",2002-10,140.0
"Chicago, IL",2002-11,141.0
"Chicago, IL",2002-12,142.0
"Chicago, IL",2003-01,143.0
"Chicago, IL",2003-02,145.0
"Chicago, IL",2003-03,146.0
"Chicago, IL",2003-04,147.0
"Chicago, IL",2003-05,148.0
"Chicago, IL",2003-06,150.0
"Chicago, IL",2003-07,151.0
"Chicago, IL",2003-08,152.0
"Chicago, IL",2003-09,154.0
"Chicago, IL",2003-10,155.0
"Chicago, IL",2003-11,157.0
"Chicago, IL",2003-12,159.0
"Chicago, IL",2004-01,160.0
"Chicago, IL",2004-02,162.0
"Chicago, IL",2004-03,164.0
"Chicago, IL",2004-04,165.0
"Chicago, IL",2004-05,167.0
"Chicago, IL",2004-06,169.0
"Chicago, IL",2004-07,172.0
"Chicago, IL",2004-08,174.0
"Chicago, IL",2004-09,175.0
"Chicago, IL",2004-10,178.0
"Chicago, IL",2004-11,180.0
"Chicago, IL",2004-12,182.0
"Chicago, IL",2005-01,183.0
"Chicago, IL",2005-02,185.0
"Chicago, IL",2005-03,187.0
"Chicago, IL",2005-04,189.0
"Chicago, IL",2005-05,191.0
"Chicago, IL",2005-06,193.0
"Chicago, IL",2005-07,195.0
"Chicago, IL",2005-08,198.0
"Chicago, IL",2005-09,200.0
"Chicago, IL",2005-10,202.0
"Chicago, IL",2005-11,203.0
"Chicago, IL",2005-12,205.0
"Chicago, IL",2006-01,207.0
"Chicago, IL",2006-02,208.0
"Chicago, IL",2006-03,209.0
"Chicago, IL",2006-04,210.0
"Chicago, IL",2006-05,211.0
"Chicago, IL",2006-06,212.0
"Chicago, IL",2006-07,212.0
"Chicago, IL",2006-08,212.0
"Chicago, IL",2006-09,213.0
"Chicago, IL",2006-10,214.0
"Chicago, IL",2006-11,214.0
"Chicago, IL",2006-12,214.0
"Chicago, IL",2007-01,215.0
"Chicago, IL",2007-02,215.0
"Chicago, IL",2007-03,215.0
"Chicago, IL",2007-04,214.0
"Chicago, IL",2007-05,213.0
"Chicago, IL",2007-06,212.0
"Chicago, IL",2007-07,211.0
"Chicago, IL",2007-08,210.0
"Chicago, IL",2007-09,209.0
"Chicago, IL",2007-10,209.0
"Chicago, IL",2007-11,208.0
"Chicago, IL",2007-12,207.0
"Chicago, IL",2008-01,206.0
"Chicago, IL",2008-02,204.0
"Chicago, IL",2008-03,201.0
"Chicago, IL",2008-04,199.0
"Chicago, IL",2008-05,197.0
"Chicago, IL",2008-06,194.0
"Chicago, IL",2008-07,192.0
"Chicago, IL",2008-08,189.0
"Chicago, IL",2008-09,186.0
"Chicago, IL",2008-10,183.0
"Chicago, IL",2008-11,181.0
"Chicago, IL",2008-12,178.0
"Chicago, IL",2009-01,175.0
"Chicago, IL",2009-02,172.0
"Chicago, IL",2009-03,169.0
"Chicago, IL",2009-04,165.0
"Chicago, IL",2009-05,161.0
"Chicago, IL",2009-06,158.0
"Chicago, IL",2009-07,155.0
"Chicago, IL",2009-08,152.0
"Chicago, IL",2009-09,149.0
"Chicago, IL",2009-10,146.0
"Chicago, IL",2009-11,144.0
"Chicago, IL",2009-12,143.0
"Chicago, IL",2010-01,142.0
"Chicago, IL",2010-02,141.0
"Chicago, IL",2010-03,140.0
"Chicago, IL",2010-04,140.0
"Chicago, IL",2010-05,140.0
"Chicago, IL",2010-06,139.0
"Chicago, IL",2010-07,138.0
"Chicago, IL",2010-08,137.0
"Chicago, IL",2010-09,136.0
"Chicago, IL",2010-10,134.0
"Chicago, IL",2010-11,133.0
"Chicago, IL",2010-12,131.0
"Chicago, IL",2011-01,131.0
"Chicago, IL",2011-02,130.0
"Chicago, IL",2011-03,129.0
"Chicago, IL",2011-04,128.0
"Chicago, IL",2011-05,126.0
"Chicago, IL",2011-06,125.0
"Chicago, IL",2011-07,124.0
"Chicago, IL",2011-08,123.0
"Chicago, IL",2011-09,123.0
"Chicago, IL",2011-10,121.0
"Chicago, IL",2011-11,120.0
"Chicago, IL",2011-12,120.0
"Chicago, IL",2012-01,119.0
"Chicago, IL",2012-02,117.0
"Chicago, IL",2012-03,117.0
"Chicago, IL",2012-04,117.0
"Chicago, IL",2012-05,117.0
"Chicago, IL",2012-06,118.0
"Chicago, IL",2012-07,118.0
"Chicago, IL",2012-08,119.0
"Chicago, IL",2012-09,119.0
"Chicago, IL",2012-10,120.0
"Chicago, IL",2012-11,120.0
"Chicago, IL",2012-12,120.0
"Chicago, IL",2013-01,121.0
"Chicago, IL",2013-02,121.0
"Chicago, IL",2013-03,122.0
"Chicago, IL",2013-04,123.0
"Chicago, IL",2013-05,125.0
"Chicago, IL",2013-06,126.0
"Chicago, IL",2013-07,128.0
"Chicago, IL",2013-08,129.0
"Chicago, IL",2013-09,130.0
"Chicago, IL",2013-10,131.0
"Chicago, IL",2013-11,131.0
"Chicago, IL",2013-12,131.0
"Chicago, IL",2014-01,131.0
"Chicago, IL",2014-02,131.0
"Chicago, IL",2014-03,131.0
"Chicago, IL",2014-04,132.0
"Chicago, IL",2014-05,133.0
"Chicago, IL",2014-06,133.0
"Chicago, IL",2014-07,134.0
"Chicago, IL",2014-08,135.0
"Chicago, IL",2014-09,136.0
"Chicago, IL",2014-10,136.0
"Chicago, IL",2014-11,137.0
"Chicago, IL",2014-12,138.0
"Chicago, IL",2015-01,138.0
"Chicago, IL",2015-02,139.0
"Chicago, IL",2015-03,140.0
"Chicago, IL",2015-04,141.0
"Chicago, IL",2015-05,142.0
"Chicago, IL",2015-06,143.0
"Chicago, IL",2015-07,144.0
"Chicago, IL",2015-08,144.0
"Chicago, IL",2015-09,145.0
"Chicago, IL",2015-10,146.0
"Chicago, IL",2015-11,148.0
"Chicago, IL",2015-12,149.0
"Chicago, IL",2016-01,149.0
"Chicago, IL",2016-02,150.0
"Chicago, IL",2016-03,151.0
"Chicago, IL",2016-04,151.0
"Chicago, IL",2016-05,152.0
"Chicago, IL",2016-06,153.0
"Chicago, IL",2016-07,153.0
"Chicago, IL",2016-08,154.0
"Chicago, IL",2016-09,155.0
"Chicago, IL",2016-10,156.0
"Chicago, IL",2016-11,157.0
"Chicago, IL",2016-12,158.0
