City,Year_Month,Price
"Fort Worth, TX",2003-03,63.0
"Fort Worth, TX",2003-04,63.0
"Fort Worth, TX",2003-05,63.0
"Fort Worth, TX",2003-06,63.0
"Fort Worth, TX",2003-07,63.0
"Fort Worth, TX",2003-08,63.0
"Fort Worth, TX",2003-09,63.0
"Fort Worth, TX",2003-10,64.0
"Fort Worth, TX",2003-11,64.0
"Fort Worth, TX",2003-12,64.0
"Fort Worth, TX",2004-01,64.0
"Fort Worth, TX",2004-02,65.0
"Fort Worth, TX",2004-03,66.0
"Fort Worth, TX",2004-04,67.0
"Fort Worth, TX",2004-05,67.0
"Fort Worth, TX",2004-06,68.0
"Fort Worth, TX",2004-07,68.0
"Fort Worth, TX",2004-08,68.0
"Fort Worth, TX",2004-09,69.0
"Fort Worth, TX",2004-10,69.0
"Fort Worth, TX",2004-11,69.0
"Fort Worth, TX",2004-12,69.0
"Fort Worth, TX",2005-01,70.0
"Fort Worth, TX",2005-02,70.0
"Fort Worth, TX",2005-03,70.0
"Fort Worth, TX",2005-04,71.0
"Fort Worth, TX",2005-05,71.0
"Fort Worth, TX",2005-06,71.0
"Fort Worth, TX",2005-07,71.0
"Fort Worth, TX",2005-08,71.0
"Fort Worth, TX",2005-09,71.0
"Fort Worth, TX",2005-10,71.0
"Fort Worth, TX",2005-11,71.0
"Fort Worth, TX",2005-12,71.0
"Fort Worth, TX",2006-01,71.0
"Fort Worth, TX",2006-02,72.0
"Fort Worth, TX",2006-03,72.0
"Fort Worth, TX",2006-04,72.0
"Fort Worth, TX",2006-05,72.0
"Fort Worth, TX",2006-06,72.0
"Fort Worth, TX",2006-07,72.0
"Fort Worth, TX",2006-08,72.0
"Fort Worth, TX",2006-09,73.0
"Fort Worth, TX",2006-10,73.0
"Fort Worth, TX",2006-11,73.0
"Fort Worth, TX",2006-12,73.0
"Fort Worth, TX",2007-01,73.0
"Fort Worth, TX",2007-02,73.0
"Fort Worth, TX",2007-03,73.0
"Fort Worth, TX",2007-04,73.0
"Fort Worth, TX",2007-05,73.0
"Fort Worth, TX",2007-06,73.0
"Fort Worth, TX",2007-07,73.0
"Fort Worth, TX",2007-08,73.0
"Fort Worth, TX",2007-09,74.0
"Fort Worth, TX",2007-10,74.0
"Fort Worth, TX",2007-11,74.0
"Fort Worth, TX",2007-12,74.0
"Fort Worth, TX",2008-01,73.0
"Fort Worth, TX",2008-02,72.0
"Fort Worth, TX",2008-03,72.0
"Fort Worth, TX",2008-04,71.0
"Fort Worth, TX",2008-05,71.0
"Fort Worth, TX",2008-06,70.0
"Fort Worth, TX",2008-07,70.0
"Fort Worth, TX",2008-08,70.0
"Fort Worth, TX",2008-09,70.0
"Fort Worth, TX",2008-10,69.0
"Fort Worth, TX",2008-11,69.0
"Fort Worth, TX",2008-12,69.0
"Fort Worth, TX",2009-01,69.0
"Fort Worth, TX",2009-02,69.0
"Fort Worth, TX",2009-03,69.0
"Fort Worth, TX",2009-04,68.0
"Fort Worth, TX",2009-05,68.0
"Fort Worth, TX",2009-06,68.0
"Fort Worth, TX",2009-07,68.0
"Fort Worth, TX",2009-08,68.0
"Fort Worth, TX",2009-09,68.0
"Fort Worth, TX",2009-10,68.0
"Fort Worth, TX",2009-11,68.0
"Fort Worth, TX",2009-12,68.0
"Fort Worth, TX",2010-01,68.0
"Fort Worth, TX",2010-02,68.0
"Fort Worth, TX",2010-03,68.0
"Fort Worth, TX",2010-04,68.0
"Fort Worth, TX",2010-05,68.0
"Fort Worth, TX",2010-06,68.0
"Fort Worth, TX",2010-07,68.0
"Fort Worth, TX",2010-08,67.0
"Fort Worth, TX",2010-09,67.0
"Fort Worth, TX",2010-10,67.0
"Fort Worth, TX",2010-11,67.0
"Fort Worth, TX",2010-12,67.0
"Fort Worth, TX",2011-01,66.0
"Fort Worth, TX",2011-02,66.0
"Fort Worth, TX",2011-03,65.0
"Fort Worth, TX",2011-04,65.0
"Fort Worth, TX",2011-05,65.0
"Fort Worth, TX",2011-06,65.0
"Fort Worth, TX",2011-07,65.0
"Fort Worth, TX",2011-08,65.0
"Fort Worth, TX",2011-09,65.0
"Fort Worth, TX",2011-10,65.0
"Fort Worth, TX",2011-11,64.0
"Fort Worth, TX",2011-12,64.0
"Fort Worth, TX",2012-01,63.0
"Fort Worth, TX",2012-02,64.0
"Fort Worth, TX",2012-03,64.0
"Fort Worth, TX",2012-04,64.0
"Fort Worth, TX",2012-05,64.0
"Fort Worth, TX",2012-06,64.0
"Fort Worth, TX",2012-07,64.0
"Fort Worth, TX",2012-08,64.0
"Fort Worth, TX",2012-09,64.0
"Fort Worth, TX",2012-10,65.0
"Fort Worth, TX",2012-11,65.0
"Fort Worth, TX",2012-12,65.0
"Fort Worth, TX",2013-01,65.0
"Fort Worth, TX",2013-02,65.0
"Fort Worth, TX",2013-03,66.0
"Fort Worth, TX",2013-04,66.0
"Fort Worth, TX",2013-05,66.0
"Fort Worth, TX",2013-06,67.0
"Fort Worth, TX",2013-07,67.0
"Fort Worth, TX",2013-08,67.0
"Fort Worth, TX",2013-09,67.0
"Fort Worth, TX",2013-10,67.0
"Fort Worth, TX",2013-11,67.0
"Fort Worth, TX",2013-12,68.0
"Fort Worth, TX",2014-01,68.0
"Fort Worth, TX",2014-02,68.0
"Fort Worth, TX",2014-03,68.0
"Fort Worth, TX",2014-04,69.0
"Fort Worth, TX",2014-05,70.0
"Fort Worth, TX",2014-06,70.0
"Fort Worth, TX",2014-07,70.0
"Fort Worth, TX",2014-08,71.0
"Fort Worth, TX",2014-09,71.0
"Fort Worth, TX",2014-10,72.0
"Fort Worth, TX",2014-11,72.0
"Fort Worth, TX",2014-12,72.0
"Fort Worth, TX",2015-01,73.0
"Fort Worth, TX",2015-02,73.0
"Fort Worth, TX",2015-03,74.0
"Fort Worth, TX",2015-04,74.0
"Fort Worth, TX",2015-05,75.0
"Fort Worth, TX",2015-06,76.0
"Fort Worth, TX",2015-07,76.0
"Fort Worth, TX",2015-08,76.0
"Fort Worth, TX",2015-09,77.0
"Fort Worth, TX",2015-10,77.0
"Fort Worth, TX",2015-11,78.0
"Fort Worth, TX",2015-12,78.0
"Fort Worth, TX",2016-01,79.0
"Fort Worth, TX",2016-02,80.0
"Fort Worth, TX",2016-03,80.0
"Fort Worth, TX",2016-04,81.0
"Fort Worth, TX",2016-05,82.0
"Fort Worth, TX",2016-06,82.0
"Fort Worth, TX",2016-07,83.0
"Fort Worth, TX",2016-08,84.0
"Fort Worth, TX",2016-09,85.0
"Fort Worth, TX",2016-10,86.0
"Fort Worth, TX",2016-11,87.0
"Fort Worth, TX",2016-12,88.0
"Fort Worth, TX",2017-01,89.0
"Fort Worth, TX",2017-02,90.0
"Fort Worth, TX",2017-03,91.0
"Fort Worth, TX",2017-04,92.0
"Fort Worth, TX",2017-05,93.0
"Fort Worth, TX",2017-06,94.0
"Fort Worth, TX",2017-07,95.0
"Fort Worth, TX",2017-08,96.0
"Fort Worth, TX",2017-09,97.0
"Fort Worth, TX",2017-10,98.0
"Fort Worth, TX",2017-11,98.0
"Fort Worth, TX",2017-12,99.0
"Fort Worth, TX",2018-01,100.0
"Fort Worth, TX",2018-02,101.0
"Fort Worth, TX",2018-03,102.0
"Detroit, MI",1996-04,32.0
"Detroit, MI",1996-05,32.0
"Detroit, MI",1996-06,32.0
"Detroit, MI",1996-07,31.0
"Detroit, MI",1996-08,31.0
"Detroit, MI",1996-09,30.0
"Detroit, MI",1996-10,29.0
"Detroit, MI",1996-11,29.0
"Detroit, MI",1996-12,29.0
"Detroit, MI",1997-01,29.0
"Detroit, MI",1997-02,29.0
"Detroit, MI",1997-03,29.0
"Detroit, MI",1997-04,29.0
"Detroit, MI",1997-05,29.0
"Detroit, MI",1997-06,29.0
"Detroit, MI",1997-07,29.0
"Detroit, MI",1997-08,30.0
"Detroit, MI",1997-09,30.0
"Detroit, MI",1997-10,30.0
"Detroit, MI",1997-11,31.0
"Detroit, MI",1997-12,31.0
"Detroit, MI",1998-01,32.0
"Detroit, MI",1998-02,32.0
"Detroit, MI",1998-03,32.0
"Detroit, MI",1998-04,33.0
"Detroit, MI",1998-05,33.0
"Detroit, MI",1998-06,33.0
"Detroit, MI",1998-07,33.0
"Detroit, MI",1998-08,34.0
"Detroit, MI",1998-09,34.0
"Detroit, MI",1998-10,35.0
"Detroit, MI",1998-11,36.0
"Detroit, MI",1998-12,36.0
"Detroit, MI",1999-01,37.0
"Detroit, MI",1999-02,37.0
"Detroit, MI",1999-03,38.0
"Detroit, MI",1999-04,38.0
"Detroit, MI",1999-05,39.0
"Detroit, MI",1999-06,39.0
"Detroit, MI",1999-07,40.0
"Detroit, MI",1999-08,41.0
"Detroit, MI",1999-09,42.0
"Detroit, MI",1999-10,42.0
"Detroit, MI",1999-11,42.0
"Detroit, MI",1999-12,43.0
"Detroit, MI",2000-01,44.0
"Detroit, MI",2000-02,45.0
"Detroit, MI",2000-03,46.0
"Detroit, MI",2000-04,48.0
"Detroit, MI",2000-05,49.0
"Detroit, MI",2000-06,50.0
"Detroit, MI",2000-07,50.0
"Detroit, MI",2000-08,51.0
"Detroit, MI",2000-09,52.0
"Detroit, MI",2000-10,53.0
"Detroit, MI",2000-11,55.0
"Detroit, MI",2000-12,56.0
"Detroit, MI",2001-01,56.0
"Detroit, MI",2001-02,56.0
"Detroit, MI",2001-03,57.0
"Detroit, MI",2001-04,57.0
"Detroit, MI",2001-05,58.0
"Detroit, MI",2001-06,58.0
"Detroit, MI",2001-07,59.0
"Detroit, MI",2001-08,59.0
"Detroit, MI",2001-09,59.0
"Detroit, MI",2001-10,59.0
"Detroit, MI",2001-11,59.0
"Detroit, MI",2001-12,59.0
"Detroit, MI",2002-01,60.0
"Detroit, MI",2002-02,60.0
"Detroit, MI",2002-03,59.0
"Detroit, MI",2002-04,59.0
"Detroit, MI",2002-05,59.0
"Detroit, MI",2002-06,60.0
"Detroit, MI",2002-07,60.0
"Detroit, MI",2002-08,61.0
"Detroit, MI",2002-09,61.0
"Detroit, MI",2002-10,61.0
"Detroit, MI",2002-11,62.0
"Detroit, MI",2002-12,62.0
"Detroit, MI",2003-01,62.0
"Detroit, MI",2003-02,63.0
"Detroit, MI",2003-03,64.0
"Detroit, MI",2003-04,64.0
"Detroit, MI",2003-05,65.0
"Detroit, MI",2003-06,65.0
"Detroit, MI",2003-07,66.0
"Detroit, MI",2003-08,66.0
"Detroit, MI",2003-09,67.0
"Detroit, MI",2003-10,67.0
"Detroit, MI",2003-11,68.0
"Detroit, MI",2003-12,69.0
"Detroit, MI",2004-01,70.0
"Detroit, MI",2004-02,70.0
"Detroit, MI",2004-03,71.0
"Detroit, MI",2004-04,71.0
"Detroit, MI",2004-05,71.0
"Detroit, MI",2004-06,72.0
"Detroit, MI",2004-07,72.0
"Detroit, MI",2004-08,73.0
"Detroit, MI",2004-09,74.0
"Detroit, MI",2004-10,74.0
"Detroit, MI",2004-11,74.0
"Detroit, MI",2004-12,75.0
"Detroit, MI",2005-01,75.0
"Detroit, MI",2005-02,76.0
"Detroit, MI",2005-03,76.0
"Detroit, MI",2005-04,77.0
"Detroit, MI",2005-05,77.0
"Detroit, MI",2005-06,78.0
"Detroit, MI",2005-07,78.0
"Detroit, MI",2005-08,78.0
"Detroit, MI",2005-09,78.0
"Detroit, MI",2005-10,79.0
"Detroit, MI",2005-11,79.0
"Detroit, MI",2005-12,79.0
"Detroit, MI",2006-01,79.0
"Detroit, MI",2006-02,79.0
"Detroit, MI",2006-03,79.0
"Detroit, MI",2006-04,79.0
"Detroit, MI",2006-05,79.0
"Detroit, MI",2006-06,79.0
"Detroit, MI",2006-07,80.0
"Detroit, MI",2006-08,80.0
"Detroit, MI",2006-09,80.0
"Detroit, MI",2006-10,80.0
"Detroit, MI",2006-11,80.0
"Detroit, MI",2006-12,79.0
"Detroit, MI",2007-01,78.0
"Detroit, MI",2007-02,78.0
"Detroit, MI",2007-03,77.0
"Detroit, MI",2007-04,77.0
"Detroit, MI",2007-05,76.0
"Detroit, MI",2007-06,74.0
"Detroit, MI",2007-07,73.0
"Detroit, MI",2007-08,72.0
"Detroit, MI",2007-09,69.0
"Detroit, MI",2007-10,67.0
"Detroit, MI",2007-11,65.0
"Detroit, MI",2007-12,63.0
"Detroit, MI",2008-01,61.0
"Detroit, MI",2008-02,59.0
"Detroit, MI",2008-03,57.0
"Detroit, MI",2008-04,55.0
"Detroit, MI",2008-05,53.0
"Detroit, MI",2008-06,50.0
"Detroit, MI",2008-07,47.0
"Detroit, MI",2008-08,44.0
"Detroit, MI",2008-09,42.0
"Detroit, MI",2008-10,39.0
"Detroit, MI",2008-11,36.0
"Detroit, MI",2008-12,34.0
"Detroit, MI",2009-01,31.0
"Detroit, MI",2009-02,28.0
"Detroit, MI",2009-03,26.0
"Detroit, MI",2009-04,23.0
"Detroit, MI",2009-05,20.0
"Detroit, MI",2009-06,18.0
"Detroit, MI",2009-07,16.0
"Detroit, MI",2009-08,15.0
"Detroit, MI",2009-09,15.0
"Detroit, MI",2009-10,14.0
"Detroit, MI",2009-11,14.0
"Detroit, MI",2009-12,14.0
"Detroit, MI",2010-01,13.0
"Detroit, MI",2010-02,13.0
"Detroit, MI",2010-03,13.0
"Detroit, MI",2010-04,13.0
"Detroit, MI",2010-05,14.0
"Detroit, MI",2010-06,14.0
"Detroit, MI",2010-07,15.0
"Detroit, MI",2010-08,14.0
"Detroit, MI",2010-09,14.0
"Detroit, MI",2010-10,14.0
"Detroit, MI",2010-11,13.0
"Detroit, MI",2010-12,13.0
"Detroit, MI",2011-01,13.0
"Detroit, MI",2011-02,13.0
"Detroit, MI",2011-03,12.0
"Detroit, MI",2011-04,12.0
"Detroit, MI",2011-05,12.0
"Detroit, MI",2011-06,12.0
"Detroit, MI",2011-07,11.0
"Detroit, MI",2011-08,11.0
"Detroit, MI",2011-09,11.0
"Detroit, MI",2011-10,11.0
"Detroit, MI",2011-11,11.0
"Detroit, MI",2011-12,11.0
"Detroit, MI",2012-01,11.0
"Detroit, MI",2012-02,11.0
"Detroit, MI",2012-03,12.0
"Detroit, MI",2012-04,12.0
"Detroit, MI",2012-05,12.0
"Detroit, MI",2012-06,12.0
"Detroit, MI",2012-07,12.0
"Detroit, MI",2012-08,12.0
"Detroit, MI",2012-09,12.0
"Detroit, MI",2012-10,12.0
"Detroit, MI",2012-11,12.0
"Detroit, MI",2012-12,12.0
"Detroit, MI",2013-01,12.0
"Detroit, MI",2013-02,12.0
"Detroit, MI",2013-03,12.0
"Detroit, MI",2013-04,12.0
"Detroit, MI",2013-05,12.0
"Detroit, MI",2013-06,13.0
"Detroit, MI",2013-07,13.0
"Detroit, MI",2013-08,13.0
"Detroit, MI",2013-09,13.0
"Detroit, MI",2013-10,13.0
"Detroit, MI",2013-11,13.0
"Detroit, MI",2013-12,14.0
"Detroit, MI",2014-01,14.0
"Detroit, MI",2014-02,14.0
"Detroit, MI",2014-03,14.0
"Detroit, MI",2014-04,14.0
"Detroit, MI",2014-05,14.0
"Detroit, MI",2014-06,14.0
"Detroit, MI",2014-07,15.0
"Detroit, MI",2014-08,15.0
"Detroit, MI",2014-09,15.0
"Detroit, MI",2014-10,15.0
"Detroit, MI",2014-11,15.0
"Detroit, MI",2014-12,16.0
"Detroit, MI",2015-01,16.0
"Detroit, MI",2015-02,16.0
"Detroit, MI",2015-03,17.0
"Detroit, MI",2015-04,17.0
"Detroit, MI",2015-05,17.0
"Detroit, MI",2015-06,17.0
"Detroit, MI",2015-07,17.0
"Detroit, MI",2015-08,17.0
"Detroit, MI",2015-09,17.0
"Detroit, MI",2015-10,17.0
"Detroit, MI",2015-11,17.0
"Detroit, MI",2015-12,18.0
"Detroit, MI",2016-01,18.0
"Detroit, MI",2016-02,18.0
"Detroit, MI",2016-03,18.0
"Detroit, MI",2016-04,18.0
"Detroit, MI",2016-05,18.0
"Detroit, MI",2016-06,18.0
"Detroit, MI",2016-07,18.0
"Detroit, MI",2016-08,19.0
"Detroit, MI",2016-09,19.0
"Detroit, MI",2016-10,19.0
"Detroit, MI",2016-11,19.0
"Detroit, MI",2016-12,19.0
"Detroit, MI",2017-01,19.0
"Detroit, MI",2017-02,19.0
"Detroit, MI",2017-03,19.0
"Detroit, MI",2017-04,20.0
"Detroit, MI",2017-05,20.0
"Detroit, MI",2017-06,20.0
"Detroit, MI",2017-07,21.0
"Detroit, MI",2017-08,21.0
"Detroit, MI",2017-09,21.0
"Detroit, MI",2017-10,22.0
"Detroit, MI",2017-11,22.0
"Detroit, MI",2017-12,22.0
"Detroit, MI",2018-01,23.0
"Detroit, MI",2018-02,23.0
"Detroit, MI",2018-03,24.0
"Columbus, OH",1996-04,66.0
"Columbus, OH",1996-05,67.0
"Columbus, OH",1996-06,67.0
"Columbus, OH",1996-07,67.0
"Columbus, OH",1996-08,68.0
"Columbus, OH",1996-09,68.0
"Columbus, OH",1996-10,68.0
"Columbus, OH",1996-11,68.0
"Columbus, OH",1996-12,69.0
"Columbus, OH",1997-01,69.0
"Columbus, OH",1997-02,69.0
"Columbus, OH",1997-03,69.0
"Columbus, OH",1997-04,69.0
"Columbus, OH",1997-05,69.0
"Columbus, OH",1997-06,69.0
"Columbus, OH",1997-07,70.0
"Columbus, OH",1997-08,70.0
"Columbus, OH",1997-09,70.0
"Columbus, OH",1997-10,70.0
"Columbus, OH",1997-11,70.0
"Columbus, OH",1997-12,70.0
"Columbus, OH",1998-01,71.0
"Columbus, OH",1998-02,71.0
"Columbus, OH",1998-03,72.0
"Columbus, OH",1998-04,72.0
"Columbus, OH",1998-05,72.0
"Columbus, OH",1998-06,72.0
"Columbus, OH",1998-07,72.0
"Columbus, OH",1998-08,73.0
"Columbus, OH",1998-09,73.0
"Columbus, OH",1998-10,73.0
"Columbus, OH",1998-11,74.0
"Columbus, OH",1998-12,74.0
"Columbus, OH",1999-01,74.0
"Columbus, OH",1999-02,75.0
"Columbus, OH",1999-03,75.0
"Columbus, OH",1999-04,75.0
"Columbus, OH",1999-05,75.0
"Columbus, OH",1999-06,76.0
"Columbus, OH",1999-07,76.0
"Columbus, OH",1999-08,76.0
"Columbus, OH",1999-09,77.0
"Columbus, OH",1999-10,77.0
"Columbus, OH",1999-11,77.0
"Columbus, OH",1999-12,78.0
"Columbus, OH",2000-01,78.0
"Columbus, OH",2000-02,79.0
"Columbus, OH",2000-03,79.0
"Columbus, OH",2000-04,80.0
"Columbus, OH",2000-05,80.0
"Columbus, OH",2000-06,80.0
"Columbus, OH",2000-07,80.0
"Columbus, OH",2000-08,81.0
"Columbus, OH",2000-09,81.0
"Columbus, OH",2000-10,81.0
"Columbus, OH",2000-11,81.0
"Columbus, OH",2000-12,81.0
"Columbus, OH",2001-01,81.0
"Columbus, OH",2001-02,81.0
"Columbus, OH",2001-03,82.0
"Columbus, OH",2001-04,82.0
"Columbus, OH",2001-05,83.0
"Columbus, OH",2001-06,83.0
"Columbus, OH",2001-07,83.0
"Columbus, OH",2001-08,83.0
"Columbus, OH",2001-09,84.0
"Columbus, OH",2001-10,84.0
"Columbus, OH",2001-11,85.0
"Columbus, OH",2001-12,85.0
"Columbus, OH",2002-01,85.0
"Columbus, OH",2002-02,85.0
"Columbus, OH",2002-03,86.0
"Columbus, OH",2002-04,86.0
"Columbus, OH",2002-05,87.0
"Columbus, OH",2002-06,87.0
"Columbus, OH",2002-07,87.0
"Columbus, OH",2002-08,87.0
"Columbus, OH",2002-09,88.0
"Columbus, OH",2002-10,88.0
"Columbus, OH",2002-11,88.0
"Columbus, OH",2002-12,88.0
"Columbus, OH",2003-01,89.0
"Columbus, OH",2003-02,89.0
"Columbus, OH",2003-03,89.0
"Columbus, OH",2003-04,89.0
"Columbus, OH",2003-05,90.0
"Columbus, OH",2003-06,90.0
"Columbus, OH",2003-07,90.0
"Columbus, OH",2003-08,90.0
"Columbus, OH",2003-09,91.0
"Columbus, OH",2003-10,91.0
"Columbus, OH",2003-11,91.0
"Columbus, OH",2003-12,91.0
"Columbus, OH",2004-01,92.0
"Columbus, OH",2004-02,92.0
"Columbus, OH",2004-03,92.0
"Columbus, OH",2004-04,92.0
"Columbus, OH",2004-05,92.0
"Columbus, OH",2004-06,92.0
"Columbus, OH",2004-07,93.0
"Columbus, OH",2004-08,93.0
"Columbus, OH",2004-09,93.0
"Columbus, OH",2004-10,94.0
"Columbus, OH",2004-11,94.0
"Columbus, OH",2004-12,94.0
"Columbus, OH",2005-01,94.0
"Columbus, OH",2005-02,95.0
"Columbus, OH",2005-03,95.0
"Columbus, OH",2005-04,95.0
"Columbus, OH",2005-05,95.0
"Columbus, OH",2005-06,95.0
"Columbus, OH",2005-07,95.0
"Columbus, OH",2005-08,95.0
"Columbus, OH",2005-09,95.0
"Columbus, OH",2005-10,95.0
"Columbus, OH",2005-11,95.0
"Columbus, OH",2005-12,95.0
"Columbus, OH",2006-01,95.0
"Columbus, OH",2006-02,95.0
"Columbus, OH",2006-03,95.0
"Columbus, OH",2006-04,95.0
"Columbus, OH",2006-05,95.0
"Columbus, OH",2006-06,95.0
"Columbus, OH",2006-07,95.0
"Columbus, OH",2006-08,95.0
"Columbus, OH",2006-09,95.0
"Columbus, OH",2006-10,95.0
"Columbus, OH",2006-11,95.0
"Columbus, OH",2006-12,95.0
"Columbus, OH",2007-01,94.0
"Columbus, OH",2007-02,94.0
"Columbus, OH",2007-03,94.0
"Columbus, OH",2007-04,94.0
"Columbus, OH",2007-05,93.0
"Columbus, OH",2007-06,93.0
"Columbus, OH",2007-07,92.0
"Columbus, OH",2007-08,92.0
"Columbus, OH",2007-09,92.0
"Columbus, OH",2007-10,91.0
"Columbus, OH",2007-11,91.0
"Columbus, OH",2007-12,90.0
"Columbus, OH",2008-01,90.0
"Columbus, OH",2008-02,89.0
"Columbus, OH",2008-03,89.0
"Columbus, OH",2008-04,88.0
"Columbus, OH",2008-05,88.0
"Columbus, OH",2008-06,88.0
"Columbus, OH",2008-07,88.0
"Columbus, OH",2008-08,87.0
"Columbus, OH",2008-09,87.0
"Columbus, OH",2008-10,86.0
"Columbus, OH",2008-11,86.0
"Columbus, OH",2008-12,86.0
"Columbus, OH",2009-01,85.0
"Columbus, OH",2009-02,85.0
"Columbus, OH",2009-03,85.0
"Columbus, OH",2009-04,84.0
"Columbus, OH",2009-05,84.0
"Columbus, OH",2009-06,83.0
"Columbus, OH",2009-07,83.0
"Columbus, OH",2009-08,83.0
"Columbus, OH",2009-09,84.0
"Columbus, OH",2009-10,83.0
"Columbus, OH",2009-11,83.0
"Columbus, OH",2009-12,83.0
"Columbus, OH",2010-01,82.0
"Columbus, OH",2010-02,82.0
"Columbus, OH",2010-03,82.0
"Columbus, OH",2010-04,82.0
"Columbus, OH",2010-05,83.0
"Columbus, OH",2010-06,83.0
"Columbus, OH",2010-07,82.0
"Columbus, OH",2010-08,81.0
"Columbus, OH",2010-09,81.0
"Columbus, OH",2010-10,80.0
"Columbus, OH",2010-11,80.0
"Columbus, OH",2010-12,79.0
"Columbus, OH",2011-01,79.0
"Columbus, OH",2011-02,78.0
"Columbus, OH",2011-03,77.0
"Columbus, OH",2011-04,76.0
"Columbus, OH",2011-05,75.0
"Columbus, OH",2011-06,74.0
"Columbus, OH",2011-07,73.0
"Columbus, OH",2011-08,72.0
"Columbus, OH",2011-09,71.0
"Columbus, OH",2011-10,71.0
"Columbus, OH",2011-11,71.0
"Columbus, OH",2011-12,71.0
"Columbus, OH",2012-01,71.0
"Columbus, OH",2012-02,71.0
"Columbus, OH",2012-03,71.0
"Columbus, OH",2012-04,71.0
"Columbus, OH",2012-05,71.0
"Columbus, OH",2012-06,71.0
"Columbus, OH",2012-07,70.0
"Columbus, OH",2012-08,70.0
"Columbus, OH",2012-09,69.0
"Columbus, OH",2012-10,69.0
"Columbus, OH",2012-11,69.0
"Columbus, OH",2012-12,69.0
"Columbus, OH",2013-01,69.0
"Columbus, OH",2013-02,69.0
"Columbus, OH",2013-03,70.0
"Columbus, OH",2013-04,70.0
"Columbus, OH",2013-05,71.0
"Columbus, OH",2013-06,71.0
"Columbus, OH",2013-07,72.0
"Columbus, OH",2013-08,73.0
"Columbus, OH",2013-09,74.0
"Columbus, OH",2013-10,74.0
"Columbus, OH",2013-11,75.0
"Columbus, OH",2013-12,75.0
"Columbus, OH",2014-01,75.0
"Columbus, OH",2014-02,75.0
"Columbus, OH",2014-03,75.0
"Columbus, OH",2014-04,75.0
"Columbus, OH",2014-05,75.0
"Columbus, OH",2014-06,76.0
"Columbus, OH",2014-07,77.0
"Columbus, OH",2014-08,78.0
"Columbus, OH",2014-09,78.0
"Columbus, OH",2014-10,79.0
"Columbus, OH",2014-11,79.0
"Columbus, OH",2014-12,80.0
"Columbus, OH",2015-01,80.0
"Columbus, OH",2015-02,81.0
"Columbus, OH",2015-03,82.0
"Columbus, OH",2015-04,82.0
"Columbus, OH",2015-05,83.0
"Columbus, OH",2015-06,83.0
"Columbus, OH",2015-07,84.0
"Columbus, OH",2015-08,84.0
"Columbus, OH",2015-09,85.0
"Columbus, OH",2015-10,85.0
"Columbus, OH",2015-11,86.0
"Columbus, OH",2015-12,86.0
"Columbus, OH",2016-01,86.0
"Columbus, OH",2016-02,86.0
"Columbus, OH",2016-03,87.0
"Columbus, OH",2016-04,87.0
"Columbus, OH",2016-05,88.0
"Columbus, OH",2016-06,89.0
"Columbus, OH",2016-07,90.0
"Columbus, OH",2016-08,91.0
"Columbus, OH",2016-09,92.0
"Columbus, OH",2016-10,93.0
"Columbus, OH",2016-11,93.0
"Columbus, OH",2016-12,94.0
"Columbus, OH",2017-01,95.0
"Columbus, OH",2017-02,96.0
"Columbus, OH",2017-03,97.0
"Columbus, OH",2017-04,98.0
"Columbus, OH",2017-05,99.0
"Columbus, OH",2017-06,100.0
"Columbus, OH",2017-07,101.0
"Columbus, OH",2017-08,102.0
"Columbus, OH",2017-09,103.0
"Columbus, OH",2017-10,104.0
"Columbus, OH",2017-11,105.0
"Columbus, OH",2017-12,106.0
"Columbus, OH",2018-01,107.0
"Columbus, OH",2018-02,108.0
"Columbus, OH",2018-03,109.0
"Memphis, TN",1996-04,43.0
"Memphis, TN",1996-05,43.0
"Memphis, TN",1996-06,43.0
"Memphis, TN",1996-07,43.0
"Memphis, TN",1996-08,44.0
"Memphis, TN",1996-09,44.0
"Memphis, TN",1996-10,44.0
"Memphis, TN",1996-11,44.0
"Memphis, TN",1996-12,44.0
"Memphis, TN",1997-01,44.0
"Memphis, TN",1997-02,44.0
"Memphis, TN",1997-03,45.0
"Memphis, TN",1997-04,45.0
"Memphis, TN",1997-05,45.0
"Memphis, TN",1997-06,45.0
"Memphis, TN",1997-07,45.0
"Memphis, TN",1997-08,45.0
"Memphis, TN",1997-09,45.0
"Memphis, TN",1997-10,46.0
"Memphis, TN",1997-11,46.0
"Memphis, TN",1997-12,46.0
"Memphis, TN",1998-01,46.0
"Memphis, TN",1998-02,46.0
"Memphis, TN",1998-03,47.0
"Memphis, TN",1998-04,47.0
"Memphis, TN",1998-05,47.0
"Memphis, TN",1998-06,47.0
"Memphis, TN",1998-07,47.0
"Memphis, TN",1998-08,47.0
"Memphis, TN",1998-09,48.0
"Memphis, TN",1998-10,48.0
"Memphis, TN",1998-11,48.0
"Memphis, TN",1998-12,48.0
"Memphis, TN",1999-01,49.0
"Memphis, TN",1999-02,49.0
"Memphis, TN",1999-03,49.0
"Memphis, TN",1999-04,49.0
"Memphis, TN",1999-05,49.0
"Memphis, TN",1999-06,50.0
"Memphis, TN",1999-07,50.0
"Memphis, TN",1999-08,50.0
"Memphis, TN",1999-09,50.0
"Memphis, TN",1999-10,51.0
"Memphis, TN",1999-11,51.0
"Memphis, TN",1999-12,51.0
"Memphis, TN",2000-01,51.0
"Memphis, TN",2000-02,51.0
"Memphis, TN",2000-03,51.0
